years_experience,skills_match_score,education_level,resume_length,shortlisted
14,90.6,Bachelors,835,1
4,83.9,Bachelors,471,1
15,90.0,Masters,760,1
5,45.8,Bachelors,540,0
4,50.8,Masters,585,0
10,87.8,PhD,900,1
11,94.4,Bachelors,900,0
4,92.7,Bachelors,481,0
3,45.8,Bachelors,338,0
2,63.6,Bachelors,352,0
2,49.8,Masters,452,0
3,53.8,Masters,428,0
8,58.8,Bachelors,673,1
1,54.5,Bachelors,384,0
14,67.8,High School,627,1
8,100.0,Masters,499,1
0,54.4,Masters,445,0
13,100.0,Masters,889,1
14,75.6,Bachelors,806,1
14,100.0,Masters,809,1
0,62.6,Bachelors,561,0
4,78.1,Bachelors,589,0
5,58.6,Bachelors,628,1
5,82.1,Bachelors,388,0
2,70.3,Masters,174,0
15,85.6,Masters,900,1
6,48.8,High School,474,0
8,77.4,PhD,878,1
10,72.7,Bachelors,753,1
11,96.3,Masters,767,1
9,75.8,Masters,593,1
15,58.7,Bachelors,875,1
15,100.0,Masters,721,1
7,90.9,Bachelors,568,1
5,42.5,Bachelors,570,0
11,100.0,Masters,690,1
7,96.2,Masters,558,1
11,73.8,Masters,715,1
4,52.5,Masters,597,1
7,87.3,Bachelors,388,1
9,55.0,Bachelors,706,1
11,77.0,PhD,730,1
3,43.8,Bachelors,441,0
9,79.3,Masters,591,1
7,93.5,Bachelors,423,1
9,84.9,Masters,559,1
11,94.8,Bachelors,581,1
1,61.7,PhD,359,1
11,84.7,Masters,822,1
11,68.6,PhD,622,1
4,59.5,High School,394,0
8,66.1,Masters,408,0
3,64.8,Masters,327,0
15,87.8,Masters,606,1
10,80.3,PhD,530,1
5,94.6,High School,546,1
14,100.0,High School,837,1
0,78.7,Bachelors,208,0
8,95.9,High School,422,1
0,86.3,PhD,264,1
4,65.2,Bachelors,558,0
3,61.6,Bachelors,357,0
12,80.5,High School,704,1
11,76.3,Bachelors,713,1
15,71.9,Bachelors,750,1
12,81.4,High School,638,1
12,58.0,Bachelors,655,1
13,85.6,Bachelors,757,1
2,54.1,PhD,450,0
12,80.3,Bachelors,900,1
5,70.4,Bachelors,410,1
1,61.7,PhD,396,0
2,40.6,Masters,559,0
15,77.2,PhD,795,1
4,79.9,PhD,524,1
14,77.1,Bachelors,829,1
8,85.7,Masters,612,1
1,59.6,Bachelors,408,0
9,72.5,Bachelors,610,1
7,80.5,Masters,632,1
13,73.4,Bachelors,655,1
1,69.3,Masters,363,0
10,75.0,Masters,734,1
12,100.0,Bachelors,800,1
4,52.2,Masters,466,0
6,64.1,Bachelors,460,0
7,66.7,Bachelors,663,1
0,41.0,Masters,472,0
5,78.4,Bachelors,504,0
0,54.8,Masters,539,0
1,23.8,Bachelors,262,0
15,97.9,Bachelors,654,1
14,79.7,Masters,712,1
0,59.7,Masters,219,0
10,87.7,Bachelors,517,0
4,60.0,Bachelors,284,1
9,73.7,Masters,690,1
14,100.0,High School,855,1
8,44.9,Masters,707,0
5,48.2,Bachelors,711,0
10,64.9,Masters,627,1
10,100.0,PhD,647,1
0,47.8,Bachelors,396,0
12,88.9,Masters,525,1
0,54.1,Masters,519,0
1,72.3,Masters,353,0
8,73.3,Bachelors,644,1
2,69.0,Masters,324,0
14,100.0,Masters,601,1
0,67.9,Masters,419,0
4,58.2,Masters,515,0
15,92.2,Bachelors,794,1
6,100.0,PhD,596,1
5,76.0,Bachelors,520,0
11,77.3,High School,588,1
0,36.9,Bachelors,357,0
4,76.4,Bachelors,510,1
14,98.6,Bachelors,574,1
4,70.2,Bachelors,501,1
5,64.7,High School,538,0
2,100.0,Masters,543,1
4,73.8,High School,436,0
6,88.1,Bachelors,469,1
4,62.0,High School,372,0
4,59.0,High School,388,0
4,75.0,Bachelors,495,0
9,77.3,Masters,646,1
9,82.2,PhD,536,1
2,72.2,Masters,550,0
0,53.6,Masters,449,0
4,68.8,Bachelors,517,0
13,84.7,Bachelors,852,1
8,83.5,High School,618,1
13,78.1,Masters,756,1
0,23.0,High School,255,0
2,60.6,Masters,493,0
12,87.5,Bachelors,648,1
12,96.0,Bachelors,845,1
3,60.6,PhD,652,1
13,95.4,Masters,750,1
0,78.3,Masters,311,0
0,72.5,Masters,446,0
7,63.4,Masters,644,1
15,81.0,Masters,802,1
1,73.5,PhD,466,1
11,100.0,Bachelors,753,1
14,89.5,Masters,804,1
7,72.8,Masters,686,1
6,49.0,Bachelors,360,0
9,73.8,Masters,754,1
9,72.3,PhD,429,1
1,59.9,Bachelors,357,0
5,44.8,Bachelors,560,0
5,62.6,Bachelors,565,0
2,50.1,Masters,349,0
10,95.4,Masters,900,1
1,42.1,High School,668,0
11,70.9,Bachelors,639,1
0,57.2,High School,373,0
5,64.4,Masters,449,0
11,100.0,Bachelors,546,1
4,79.5,Bachelors,393,1
13,87.5,Masters,819,1
13,84.5,High School,677,1
10,42.2,Bachelors,542,1
8,92.0,Bachelors,624,1
0,65.2,Bachelors,150,0
15,86.4,Bachelors,817,1
14,100.0,PhD,745,1
14,99.6,Masters,900,1
6,67.0,Masters,542,0
14,98.7,PhD,866,1
4,81.2,Bachelors,469,1
4,72.3,Bachelors,505,1
13,79.7,Bachelors,718,1
1,67.7,Masters,360,0
10,100.0,Masters,769,1
2,73.3,Bachelors,432,0
6,52.1,Bachelors,418,1
5,76.3,Bachelors,483,1
15,94.3,Bachelors,900,1
11,100.0,Masters,623,1
1,60.0,Bachelors,356,0
5,69.5,PhD,455,1
1,39.0,Bachelors,340,0
1,52.8,Masters,480,0
1,85.1,PhD,397,1
13,94.0,PhD,868,1
14,79.5,High School,528,1
10,96.9,Bachelors,696,1
2,77.8,Bachelors,331,0
14,74.5,Bachelors,695,1
1,81.3,Masters,264,0
3,46.1,PhD,435,0
8,80.4,Bachelors,325,1
5,72.6,Bachelors,504,0
0,74.7,Bachelors,299,0
7,81.0,Masters,435,1
14,89.3,PhD,864,1
11,77.0,Bachelors,735,1
13,100.0,Bachelors,626,1
6,74.5,Masters,616,1
9,88.2,Masters,661,1
2,31.2,Bachelors,375,0
0,48.8,Masters,150,0
4,80.8,PhD,463,1
12,61.0,Masters,767,1
3,75.5,Masters,309,0
9,64.6,Bachelors,681,1
7,59.7,Masters,378,1
0,46.6,Bachelors,510,0
9,98.4,Bachelors,431,1
0,58.0,High School,150,0
11,65.8,Bachelors,634,1
3,75.1,Bachelors,363,0
7,83.9,Bachelors,600,1
4,63.5,Masters,220,0
1,77.6,Masters,315,0
5,82.6,Bachelors,517,1
4,78.3,Bachelors,305,1
1,53.1,Masters,384,0
12,63.8,Bachelors,630,1
13,65.6,PhD,706,1
10,67.7,Bachelors,503,1
10,75.7,Masters,513,1
15,78.7,High School,847,1
10,80.5,Masters,549,1
2,91.2,Masters,566,1
14,87.9,PhD,871,1
8,80.3,PhD,381,1
6,42.2,Bachelors,592,1
6,100.0,Masters,391,1
15,67.8,Bachelors,836,1
14,78.6,Masters,900,1
10,87.9,Bachelors,763,1
5,74.9,Masters,596,1
15,100.0,PhD,525,1
7,82.3,Bachelors,390,1
3,62.3,Bachelors,355,0
7,87.2,Bachelors,675,1
3,84.7,Masters,403,1
7,61.6,Bachelors,314,1
8,95.4,PhD,661,1
2,61.9,Masters,238,0
15,89.7,Masters,860,1
2,67.4,Masters,288,0
10,67.3,High School,563,1
12,82.5,PhD,747,1
15,100.0,Masters,858,1
1,44.1,PhD,307,0
12,65.6,Bachelors,789,0
9,89.4,Masters,532,1
2,55.9,High School,402,0
2,80.1,Masters,445,1
4,74.6,Masters,398,1
4,49.2,Masters,562,0
1,64.2,Masters,210,0
11,87.5,Bachelors,732,1
9,86.5,PhD,735,1
12,82.0,PhD,668,1
5,58.9,High School,435,0
4,64.6,PhD,488,1
5,47.6,Bachelors,649,1
0,39.3,Masters,360,0
4,71.4,Bachelors,412,0
8,67.9,PhD,668,1
11,88.1,Bachelors,827,1
9,66.6,Bachelors,625,1
13,63.8,Bachelors,780,1
1,53.4,Bachelors,163,0
0,92.7,Masters,348,0
13,82.1,Bachelors,768,1
9,88.9,Masters,624,1
12,91.5,PhD,456,1
10,60.2,Masters,530,1
8,99.0,Masters,446,1
9,71.8,Bachelors,736,1
8,53.8,Bachelors,578,1
14,77.8,Bachelors,856,1
8,65.9,High School,478,1
5,86.2,PhD,468,1
14,75.3,Bachelors,828,1
7,100.0,PhD,481,1
13,64.9,High School,895,1
10,90.4,Masters,738,1
14,55.9,Bachelors,768,1
15,81.1,High School,841,1
12,90.8,Masters,729,1
0,40.7,Bachelors,516,0
9,100.0,Masters,774,1
3,73.8,Masters,528,1
0,52.7,Bachelors,419,0
7,85.4,PhD,430,1
0,48.6,Bachelors,377,0
2,84.0,Masters,261,0
12,96.7,Bachelors,615,1
3,72.9,Masters,439,1
14,94.7,Bachelors,717,1
14,63.3,Bachelors,773,1
14,100.0,Bachelors,900,1
7,70.0,Bachelors,442,1
5,82.9,Bachelors,478,1
13,98.5,Masters,705,1
9,94.4,Masters,757,1
11,59.3,High School,734,1
6,55.7,Bachelors,604,1
13,100.0,Bachelors,900,1
7,44.2,High School,594,1
1,43.0,Bachelors,266,0
12,77.6,High School,637,1
9,83.7,PhD,542,1
13,79.1,Masters,709,1
10,82.2,High School,695,1
7,80.5,High School,344,1
2,65.0,Masters,260,0
6,65.5,Bachelors,638,0
2,64.9,Masters,379,0
14,85.5,PhD,787,1
6,47.8,Masters,656,1
13,88.0,Bachelors,626,1
10,92.7,Masters,659,1
14,90.7,PhD,811,1
11,49.3,Masters,659,1
12,76.7,Masters,762,1
1,73.1,Bachelors,337,0
9,53.9,Bachelors,635,1
5,81.7,Masters,554,1
2,62.3,PhD,507,0
2,65.0,Masters,346,1
14,79.0,Masters,603,1
15,70.5,Bachelors,784,1
8,95.0,Bachelors,498,1
6,81.7,Bachelors,455,1
4,75.2,Bachelors,523,1
11,96.9,Masters,755,1
9,83.0,Bachelors,483,1
6,87.4,Masters,474,1
8,67.3,Masters,377,0
0,78.2,Bachelors,283,0
6,88.8,Bachelors,570,0
5,77.0,Masters,437,1
9,78.7,PhD,710,1
13,68.9,Masters,856,1
11,78.4,High School,853,1
8,94.3,High School,746,1
0,40.1,Bachelors,441,0
12,96.8,Bachelors,742,1
3,60.2,Masters,543,0
8,71.5,Masters,528,1
3,45.9,Bachelors,295,0
9,64.2,Bachelors,590,1
2,71.2,Bachelors,526,0
8,92.6,PhD,437,1
12,85.0,Bachelors,710,1
1,55.7,Masters,418,0
14,68.9,Bachelors,748,1
3,68.2,Masters,546,1
14,80.0,Bachelors,880,1
5,70.7,Bachelors,470,0
1,58.4,Masters,313,0
14,84.8,Masters,550,1
7,73.9,Bachelors,641,0
7,76.8,Bachelors,295,1
0,75.9,Bachelors,469,0
11,74.4,Bachelors,900,0
2,73.4,Masters,265,0
9,100.0,PhD,581,1
8,77.6,High School,641,0
4,83.0,Bachelors,487,1
5,58.2,Bachelors,483,0
3,52.7,Bachelors,441,1
9,73.1,Bachelors,492,1
15,90.5,Masters,720,1
1,75.6,Bachelors,376,1
10,70.3,Masters,418,1
7,73.9,Masters,682,1
10,100.0,PhD,614,1
12,92.2,PhD,672,1
5,71.1,Masters,534,1
4,76.6,PhD,322,1
8,56.6,Bachelors,560,1
0,40.3,Bachelors,544,0
4,37.2,High School,544,0
5,74.4,Masters,682,1
4,86.8,PhD,586,1
5,79.0,Bachelors,546,1
5,88.4,Masters,417,1
6,95.1,Masters,457,1
15,97.2,PhD,750,1
3,66.3,Masters,384,1
13,100.0,PhD,855,1
10,67.0,Bachelors,666,0
13,65.8,Bachelors,777,1
13,78.4,Bachelors,832,1
13,76.7,Bachelors,656,1
14,81.7,High School,793,1
7,62.5,Masters,595,1
6,78.8,Masters,484,1
8,68.7,Masters,508,1
6,87.9,Bachelors,523,1
2,43.6,Bachelors,311,0
2,59.4,Bachelors,561,0
14,76.0,High School,719,1
7,78.7,Masters,529,1
4,79.4,Bachelors,486,0
3,63.0,High School,323,0
7,73.3,Masters,815,1
14,91.4,High School,661,1
5,87.6,PhD,425,1
1,63.5,Bachelors,527,0
3,76.8,PhD,457,1
11,84.7,High School,747,1
10,56.6,Masters,616,1
3,58.2,Bachelors,468,0
14,94.9,Masters,849,1
5,63.1,Bachelors,579,1
5,63.2,Bachelors,518,0
0,66.9,Masters,379,0
13,89.5,Bachelors,545,1
7,74.0,High School,558,0
5,55.6,Bachelors,723,1
2,44.0,Masters,310,0
13,95.6,Bachelors,644,1
8,62.4,Bachelors,451,1
1,42.8,High School,422,0
14,75.7,Masters,837,1
10,98.5,Masters,253,1
7,74.7,Bachelors,617,1
9,80.6,Bachelors,619,1
2,67.3,High School,491,0
12,80.9,Bachelors,627,1
11,94.7,Bachelors,711,1
4,47.5,Bachelors,560,0
5,51.2,Bachelors,555,1
9,65.9,PhD,794,1
5,69.3,High School,736,0
3,74.8,Masters,517,0
2,54.4,Bachelors,315,0
3,60.0,Bachelors,250,1
0,80.3,Masters,452,0
3,53.1,Bachelors,252,0
0,57.4,High School,324,0
11,73.0,Masters,630,1
14,100.0,Bachelors,716,1
0,62.4,High School,288,0
9,54.5,Bachelors,540,1
13,79.6,Bachelors,900,1
15,60.1,Masters,900,1
5,81.0,Bachelors,437,0
4,96.2,Bachelors,468,1
13,50.8,Bachelors,629,1
10,56.1,Bachelors,501,1
14,95.5,PhD,791,1
3,58.7,High School,499,0
12,82.8,PhD,750,1
10,55.2,Masters,504,1
2,70.1,Masters,414,0
0,70.8,Bachelors,226,0
5,100.0,Bachelors,420,1
1,82.9,Masters,251,0
7,55.8,Masters,610,1
9,75.3,Bachelors,568,1
4,74.4,Bachelors,569,0
6,59.2,Bachelors,546,0
9,94.7,PhD,785,1
11,90.1,Bachelors,345,1
1,81.8,Masters,409,0
12,97.3,Masters,900,1
7,79.5,Masters,637,1
1,53.7,Masters,550,0
3,44.1,Bachelors,355,0
0,68.3,PhD,367,0
14,83.2,Masters,757,1
4,64.6,Masters,371,0
8,90.3,Bachelors,403,1
0,81.8,Masters,415,1
8,55.0,Bachelors,500,1
10,74.3,Bachelors,743,1
14,82.8,Masters,827,1
7,76.2,Bachelors,708,1
5,37.3,Masters,614,1
6,47.6,Bachelors,436,0
2,63.5,Masters,443,0
13,95.3,Bachelors,645,1
14,90.4,Masters,775,1
0,67.6,Bachelors,320,0
4,72.2,Masters,439,1
13,100.0,Masters,628,1
11,100.0,Bachelors,727,1
11,68.1,Bachelors,771,1
1,76.5,Masters,382,0
13,94.9,Masters,821,1
4,100.0,Masters,500,1
7,63.3,Masters,596,1
10,75.7,Bachelors,730,1
8,58.0,Bachelors,698,1
1,44.9,Bachelors,368,0
11,85.3,Bachelors,694,1
2,68.3,Masters,494,0
2,65.1,High School,602,0
0,72.8,PhD,486,0
7,71.7,Masters,609,1
15,87.6,Masters,869,1
5,60.4,PhD,547,1
11,69.0,Bachelors,737,1
15,90.4,Masters,852,1
12,84.5,Bachelors,751,1
7,77.7,High School,573,1
10,90.4,Masters,713,1
8,92.4,High School,617,1
4,58.4,PhD,443,1
13,83.8,Masters,706,1
11,70.0,Masters,787,1
13,100.0,Bachelors,716,1
2,57.7,Masters,354,0
4,78.3,High School,407,0
4,91.0,Masters,407,1
4,71.7,Bachelors,292,0
2,69.6,Masters,226,0
10,78.1,Bachelors,572,1
13,74.2,High School,630,1
9,68.9,Bachelors,756,1
13,81.3,Bachelors,763,1
3,94.6,Masters,267,1
8,57.9,Bachelors,514,1
12,84.6,Bachelors,795,1
9,89.9,Masters,536,1
8,69.2,Bachelors,611,1
1,65.7,Bachelors,157,0
7,52.7,Masters,594,1
7,91.4,Bachelors,357,1
6,82.0,High School,548,0
7,70.0,Bachelors,505,1
13,70.3,Bachelors,642,1
15,99.4,Bachelors,811,1
2,44.3,Bachelors,281,0
12,70.2,Masters,595,1
5,62.2,High School,540,0
0,80.3,Bachelors,413,0
6,79.1,Bachelors,354,1
14,79.5,Masters,735,1
14,67.8,PhD,900,1
0,58.1,Bachelors,327,0
8,84.8,PhD,672,1
0,56.4,Bachelors,334,0
0,80.1,High School,230,0
14,83.5,Bachelors,698,1
6,35.3,Bachelors,403,0
1,53.4,Bachelors,562,0
13,85.8,High School,733,1
4,71.3,Bachelors,454,1
7,68.8,Bachelors,359,1
7,66.4,Bachelors,685,0
2,31.5,Bachelors,539,0
6,74.5,Masters,586,1
2,56.4,Bachelors,257,1
5,75.0,Masters,214,0
5,78.6,Masters,328,1
2,80.1,Bachelors,433,0
6,55.2,Bachelors,544,0
2,42.1,Bachelors,512,1
7,66.6,Masters,690,1
9,64.5,Bachelors,384,1
15,75.1,Bachelors,792,1
3,85.2,Bachelors,562,1
14,91.5,Masters,747,1
14,100.0,Bachelors,900,1
12,85.2,Masters,507,1
0,39.9,Bachelors,310,0
3,55.1,Masters,537,0
13,98.9,Bachelors,786,1
6,52.5,Bachelors,503,1
10,93.4,PhD,593,1
3,61.9,Masters,254,0
12,67.6,Bachelors,701,1
5,88.3,Bachelors,559,0
8,68.4,Masters,530,1
0,48.8,Masters,393,0
12,80.3,Bachelors,714,1
4,61.6,Masters,585,1
10,100.0,Masters,476,1
6,85.4,Bachelors,606,1
0,52.4,Masters,339,0
13,76.4,Bachelors,705,1
3,40.7,PhD,326,0
5,73.3,Masters,478,1
1,52.0,Masters,402,0
9,76.8,Bachelors,460,1
4,36.0,Bachelors,530,0
10,77.1,Bachelors,683,1
9,100.0,Masters,498,1
0,62.1,Masters,308,0
5,55.9,Bachelors,336,1
5,70.9,Masters,388,1
12,84.3,Masters,717,1
14,100.0,High School,900,1
14,80.5,Bachelors,900,1
3,49.2,Masters,386,1
12,81.8,Bachelors,900,1
7,78.2,Masters,316,1
3,71.9,Bachelors,453,0
7,90.3,PhD,479,1
14,100.0,High School,724,1
12,72.6,Bachelors,662,1
7,56.7,High School,576,0
4,37.7,Bachelors,366,0
12,91.4,Bachelors,741,1
14,72.2,Bachelors,770,1
3,84.4,PhD,400,1
11,79.6,PhD,545,1
12,100.0,Bachelors,588,1
1,41.7,Masters,360,0
10,92.8,Bachelors,433,1
14,100.0,Masters,871,1
2,73.1,Masters,554,0
2,40.2,High School,467,0
3,75.2,Masters,417,0
3,69.2,Masters,405,0
9,48.0,Bachelors,723,1
10,100.0,PhD,658,1
10,79.8,PhD,595,1
4,87.7,Bachelors,627,1
3,66.2,Masters,281,1
10,99.7,PhD,602,1
13,70.6,Bachelors,755,1
9,78.7,Bachelors,654,1
7,73.7,Bachelors,426,1
5,66.4,Masters,595,0
5,58.2,Masters,203,0
7,25.5,Bachelors,848,1
6,64.3,PhD,517,1
14,99.8,Masters,825,1
9,58.3,Masters,683,1
13,61.2,High School,770,1
10,56.0,Bachelors,769,1
11,86.4,Masters,625,1
9,62.1,Bachelors,518,1
12,100.0,Masters,659,1
7,86.3,Masters,415,1
13,86.5,Bachelors,900,1
1,67.8,Masters,386,0
8,62.1,Bachelors,651,1
0,46.1,Bachelors,357,0
14,91.7,High School,900,1
7,85.2,Bachelors,504,1
11,90.0,Bachelors,606,1
10,74.2,Masters,401,1
11,77.4,Masters,900,1
11,65.5,Bachelors,612,1
3,78.8,Masters,505,1
15,53.6,High School,739,1
3,30.4,Bachelors,654,0
4,39.2,Masters,566,0
7,43.1,Masters,779,1
4,89.6,Masters,481,1
7,83.3,Bachelors,691,1
14,71.3,Masters,763,1
9,77.7,Masters,735,1
0,87.0,PhD,522,1
11,87.0,Bachelors,679,1
14,100.0,Masters,798,1
9,77.5,Masters,533,1
8,71.2,PhD,650,1
5,51.3,Bachelors,575,0
2,61.9,Bachelors,178,0
12,95.5,Bachelors,797,1
13,85.0,Bachelors,877,1
7,66.1,Bachelors,309,0
8,87.8,High School,900,1
5,79.2,Masters,407,1
10,75.8,Bachelors,589,1
6,58.0,Bachelors,695,1
0,53.7,Bachelors,150,0
13,86.1,High School,864,1
4,61.3,PhD,594,1
4,50.7,Masters,526,0
9,72.0,Masters,678,1
13,82.8,Bachelors,748,1
3,91.4,PhD,415,1
5,50.1,Bachelors,523,0
6,76.7,Masters,502,1
8,69.3,Bachelors,431,0
0,57.8,Masters,150,0
14,100.0,Masters,751,1
5,68.7,Bachelors,176,0
6,55.8,Bachelors,545,0
2,78.6,Masters,481,1
7,83.7,Bachelors,450,1
14,66.0,High School,702,1
4,47.6,Bachelors,643,0
14,91.7,Bachelors,616,1
8,76.8,Masters,739,1
4,53.9,High School,419,0
8,89.3,Bachelors,552,1
9,70.4,Masters,477,1
3,73.6,Masters,591,0
8,91.1,Bachelors,689,1
4,64.2,Masters,380,1
9,48.1,Bachelors,526,1
8,67.5,Bachelors,338,0
2,71.8,PhD,486,0
14,100.0,PhD,793,1
3,55.7,Bachelors,212,0
8,99.3,Bachelors,596,1
9,56.0,Bachelors,771,1
10,75.5,High School,720,1
5,59.4,High School,343,1
1,79.7,Bachelors,421,0
6,54.9,PhD,691,1
1,69.6,Masters,535,0
10,73.8,Bachelors,536,1
1,86.2,Masters,223,0
10,60.6,High School,657,0
0,63.7,Bachelors,342,0
15,70.4,High School,711,1
10,84.1,Masters,418,1
10,72.0,Bachelors,771,1
11,77.5,Masters,555,1
10,51.4,Masters,491,1
2,67.7,Bachelors,584,0
5,51.3,Bachelors,423,1
7,58.5,Masters,486,1
8,57.7,PhD,430,1
6,57.4,Masters,609,1
3,71.0,Bachelors,445,1
5,78.0,Masters,665,1
4,75.5,Bachelors,508,0
7,63.6,PhD,482,1
0,64.5,Masters,185,0
0,52.0,Masters,380,0
12,95.8,Bachelors,584,1
14,95.6,Masters,684,1
10,67.7,Bachelors,743,1
5,78.6,High School,596,0
9,83.1,Bachelors,574,1
11,66.2,PhD,900,1
1,38.2,Masters,410,0
4,40.8,High School,260,0
0,86.0,Masters,306,0
6,54.3,Bachelors,310,0
0,85.6,Bachelors,313,0
3,47.5,Bachelors,401,0
8,59.6,Masters,277,1
0,70.7,Bachelors,477,0
3,77.4,Bachelors,601,0
5,79.6,Masters,709,1
5,77.6,Bachelors,441,0
11,71.2,Masters,647,1
14,98.0,Bachelors,891,1
12,88.8,Masters,833,1
7,69.8,Masters,510,1
0,62.7,Masters,500,0
6,85.4,Bachelors,684,1
0,67.1,Masters,466,0
15,50.6,High School,824,1
12,98.6,Masters,681,1
13,91.2,High School,650,1
6,63.8,Bachelors,503,0
2,67.0,Masters,401,1
10,82.9,Masters,740,1
7,37.3,High School,500,0
2,63.0,PhD,601,1
13,85.6,PhD,814,1
15,88.9,Masters,766,1
13,75.6,Bachelors,810,1
12,95.2,Masters,900,1
0,45.4,Bachelors,378,0
12,95.2,Bachelors,783,1
12,98.2,PhD,831,1
13,100.0,PhD,749,1
15,100.0,PhD,843,1
7,97.6,Bachelors,410,1
2,43.7,Bachelors,339,0
1,64.7,Bachelors,347,0
0,46.7,Bachelors,219,0
13,100.0,Bachelors,377,1
2,70.7,Bachelors,562,0
14,100.0,Masters,790,1
1,69.8,Masters,551,0
1,23.7,Masters,176,0
5,59.5,Masters,546,1
11,64.7,High School,804,1
0,47.1,High School,519,0
1,68.6,Masters,191,0
13,91.0,Bachelors,446,1
5,31.8,Masters,582,1
2,53.4,High School,534,0
14,78.2,Bachelors,758,1
3,88.0,Masters,562,1
0,70.1,Masters,544,0
7,76.3,PhD,572,1
12,84.9,Bachelors,583,1
6,44.2,Bachelors,671,0
6,83.2,Masters,648,1
2,55.6,Bachelors,478,0
15,75.4,Bachelors,804,1
9,100.0,PhD,704,1
9,83.4,Masters,706,1
2,59.0,PhD,453,0
13,74.4,Bachelors,875,1
1,65.0,Bachelors,417,0
11,87.6,Masters,584,1
0,57.9,Bachelors,506,0
6,55.2,Masters,473,1
6,53.7,Bachelors,672,1
11,72.0,Masters,862,1
15,88.3,Masters,743,1
1,58.9,Bachelors,238,0
6,67.1,Bachelors,672,1
12,83.5,Masters,844,1
7,100.0,Masters,612,1
0,70.2,Bachelors,303,0
8,95.1,Masters,577,1
6,76.5,Bachelors,572,1
2,62.6,Bachelors,397,0
7,73.1,High School,423,1
6,80.4,PhD,526,1
10,89.6,Bachelors,833,1
14,70.9,Bachelors,823,1
12,96.1,Masters,814,1
7,74.0,Bachelors,774,1
5,40.4,Bachelors,795,1
8,74.8,Bachelors,548,1
14,69.7,Masters,808,1
4,61.2,Masters,367,0
2,62.9,Masters,408,0
2,42.6,Masters,304,0
0,60.4,Masters,501,0
11,84.3,Masters,506,1
14,96.8,Bachelors,900,1
7,64.7,Bachelors,421,1
1,67.4,Masters,439,0
2,67.6,PhD,334,1
15,81.2,Bachelors,799,1
7,46.4,Bachelors,630,1
13,81.8,Bachelors,877,1
15,98.7,Bachelors,763,1
7,53.0,High School,461,0
13,80.2,Bachelors,782,1
10,76.4,Bachelors,685,1
15,100.0,Masters,837,1
3,64.0,Bachelors,351,0
3,71.6,Masters,582,1
4,69.1,Masters,216,0
5,67.6,PhD,456,1
4,52.2,Masters,436,1
13,74.7,High School,686,1
14,98.9,PhD,722,1
6,75.1,Masters,489,0
15,100.0,Bachelors,725,1
1,73.7,Bachelors,244,0
6,88.1,Bachelors,492,1
9,45.0,Bachelors,620,1
6,88.7,High School,423,0
0,69.0,PhD,311,0
6,75.6,Bachelors,717,1
4,82.7,Masters,393,1
2,65.6,Masters,437,1
15,75.2,Masters,900,1
12,100.0,Masters,649,1
2,57.5,PhD,435,1
3,48.7,Bachelors,474,0
12,85.5,PhD,636,1
11,77.5,Masters,460,1
1,55.1,High School,499,0
1,61.8,Masters,419,0
0,81.5,Masters,421,1
14,99.9,PhD,637,1
4,52.6,Bachelors,390,0
3,56.4,Masters,616,1
10,67.2,High School,670,1
9,69.7,Bachelors,781,1
14,73.3,High School,900,1
1,43.0,Bachelors,227,0
2,69.6,Masters,335,0
6,62.7,Bachelors,497,1
6,55.2,Bachelors,313,0
11,86.8,Bachelors,778,1
3,76.2,Bachelors,264,0
4,61.8,Bachelors,457,0
4,87.7,High School,167,0
5,100.0,Masters,550,1
15,90.5,High School,900,1
13,76.5,Bachelors,765,1
8,77.5,Bachelors,534,1
1,44.9,Masters,465,0
4,47.9,High School,526,0
11,58.0,Masters,607,1
2,55.8,Masters,581,0
3,48.8,Masters,420,0
9,84.9,Bachelors,726,1
5,60.0,Masters,562,1
11,87.4,Masters,702,1
7,78.2,High School,546,1
0,78.8,Masters,368,0
9,77.7,PhD,491,1
13,91.9,Masters,869,1
7,80.4,Masters,706,1
10,100.0,Masters,792,1
13,99.0,Masters,802,1
6,92.8,Masters,450,1
15,66.3,Masters,709,1
15,81.3,Masters,678,1
0,73.0,Bachelors,150,0
1,68.2,Bachelors,318,0
2,63.4,Masters,600,0
0,45.9,High School,464,0
13,99.1,Masters,721,1
8,51.3,PhD,718,1
7,87.1,Masters,523,1
1,68.4,PhD,414,0
12,77.9,Masters,688,1
8,76.5,High School,639,1
6,67.5,Masters,612,1
8,73.9,Bachelors,329,1
5,66.8,Bachelors,531,0
5,78.7,Bachelors,395,1
10,79.9,Bachelors,644,1
13,54.9,Bachelors,599,1
3,42.6,Bachelors,648,0
9,63.0,Masters,839,0
9,86.1,Masters,680,1
12,89.9,Bachelors,724,1
12,100.0,Bachelors,900,1
1,48.0,Masters,489,0
6,92.9,Masters,488,1
4,43.9,PhD,539,1
10,73.3,High School,517,1
5,74.9,Masters,443,0
1,63.1,Bachelors,422,0
15,86.6,Masters,820,1
4,62.8,High School,368,1
9,57.0,Bachelors,498,1
3,76.5,Bachelors,403,1
8,77.2,Bachelors,487,1
5,72.9,Bachelors,430,0
1,59.1,Masters,258,0
0,56.3,Masters,177,0
4,77.1,Masters,656,1
8,97.3,Bachelors,858,1
5,46.6,Bachelors,448,1
9,61.3,PhD,661,1
11,87.2,Masters,614,1
6,64.5,Bachelors,363,1
4,67.4,Bachelors,343,0
9,78.9,Masters,518,1
